GEOID,NAME,year,totpop,white_pct,asian_pct,afam_pct,inc150k_pct,pov_pct,unemp_pct,snap_pct,noveh_pct,state
13067030335,"Census Tract 303.35, Cobb County, Georgia",Y2016,4699,87.1,3,3,38.6,2.8,2.4,0,0,13
13067030336,"Census Tract 303.36, Cobb County, Georgia",Y2016,7221,80.2,10.6,2,46.2,3,5.7,0.6,0.3,13
13067030337,"Census Tract 303.37, Cobb County, Georgia",Y2016,4259,87.2,4.1,3.1,46.7,2,4.3,1.7,0,13
13067030339,"Census Tract 303.39, Cobb County, Georgia",Y2016,5819,54.9,9.7,20.8,9.9,9.4,3.7,0.4,2.2,13
13067030340,"Census Tract 303.40, Cobb County, Georgia",Y2016,3855,73.4,10.2,5.3,36.7,1,6.2,4.8,0.5,13
13067030341,"Census Tract 303.41, Cobb County, Georgia",Y2016,4437,78.7,2.8,8.3,20.9,4.4,7.9,2.8,0.6,13
13067030342,"Census Tract 303.42, Cobb County, Georgia",Y2016,4657,85,8.4,2,36.4,4.1,5.5,1.8,0.5,13
13067030343,"Census Tract 303.43, Cobb County, Georgia",Y2016,4319,85.7,6.2,4,34.4,4.3,2.5,0.6,0,13
13067030344,"Census Tract 303.44, Cobb County, Georgia",Y2016,3780,26.3,11.7,47.2,1.5,18.3,7.7,11.4,2.4,13
13067030345,"Census Tract 303.45, Cobb County, Georgia",Y2016,4820,20.2,24.1,30.7,6.5,13.2,6.8,10,5.1,13
13067030405,"Census Tract 304.05, Cobb County, Georgia",Y2016,6020,57.5,2.4,36.4,1.6,16,5.3,16.2,0.5,13
13067030407,"Census Tract 304.07, Cobb County, Georgia",Y2016,5027,73,3.4,13.4,20.3,7.9,5,7.4,2.1,13
13067030408,"Census Tract 304.08, Cobb County, Georgia",Y2016,2986,61.2,8.4,17.7,16.1,7.9,4.1,8.5,2.6,13
13067030409,"Census Tract 304.09, Cobb County, Georgia",Y2016,3481,80.1,8.8,8.1,35.8,9,4.1,3.4,0,13
13067030410,"Census Tract 304.10, Cobb County, Georgia",Y2016,4735,59.6,0.7,17.7,13.1,13.5,8.7,6.4,2.4,13
13067030411,"Census Tract 304.11, Cobb County, Georgia",Y2016,3586,15.2,2,56.6,0.3,34.7,11.5,34.8,14.3,13
13067030412,"Census Tract 304.12, Cobb County, Georgia",Y2016,4937,26.6,2.6,52.5,0,28.8,9.3,20,3.7,13
13067030413,"Census Tract 304.13, Cobb County, Georgia",Y2016,6215,38.3,9.6,28.5,3.2,23.3,8,12.5,5.3,13
13067030414,"Census Tract 304.14, Cobb County, Georgia",Y2016,3303,16,1.6,62.1,0.9,22.9,11.1,24,8.8,13
13067030502,"Census Tract 305.02, Cobb County, Georgia",Y2016,6778,62.2,8.8,20.4,23.6,6.7,7.9,4.7,0.7,13
13067030504,"Census Tract 305.04, Cobb County, Georgia",Y2016,6678,52.4,10.6,23.3,8,18.9,8.9,9.4,2.8,13
13067030505,"Census Tract 305.05, Cobb County, Georgia",Y2016,7285,38.3,4.4,33.2,2,13.3,2.4,13.4,2.1,13
13067030506,"Census Tract 305.06, Cobb County, Georgia",Y2016,4017,62.4,1.3,18.8,6.8,12.5,4.8,7.4,0.5,13
13067030507,"Census Tract 305.07, Cobb County, Georgia",Y2016,5156,70.9,3.7,16.8,12.9,7,8.8,10,0.7,13
13067030601,"Census Tract 306.01, Cobb County, Georgia",Y2016,9324,45.9,19.3,22.3,8.6,13,3.3,3.4,0,13
13067030602,"Census Tract 306.02, Cobb County, Georgia",Y2016,6872,80.8,2.2,11,16.9,8.5,7.8,2.3,0,13
13067030700,"Census Tract 307, Cobb County, Georgia",Y2016,4369,43.1,0.2,31.8,5.6,19,5.7,20.4,18.9,13
13067030800,"Census Tract 308, Cobb County, Georgia",Y2016,5605,38.4,3.9,20,5.2,26.9,4.6,21,21,13
13067030901,"Census Tract 309.01, Cobb County, Georgia",Y2016,7748,65.8,0.2,21.8,19,8.2,4.9,14.9,1.3,13
13067030902,"Census Tract 309.02, Cobb County, Georgia",Y2016,6341,40,0.4,19.4,9.8,16.3,9.3,10.8,13.9,13
13067030904,"Census Tract 309.04, Cobb County, Georgia",Y2016,6707,22.5,3.3,37.8,3.4,20.8,14.1,22.2,4.7,13
13067030905,"Census Tract 309.05, Cobb County, Georgia",Y2016,8448,27,2.2,38.9,8.7,17.1,9.8,22,1,13
13067031001,"Census Tract 310.01, Cobb County, Georgia",Y2016,5394,19.7,0.1,24,0,39.3,11.1,27.8,16.7,13
13067031002,"Census Tract 310.02, Cobb County, Georgia",Y2016,10032,17.4,2.8,30.6,1.9,28.1,13.8,25.9,8.5,13
13067031004,"Census Tract 310.04, Cobb County, Georgia",Y2016,7449,25.1,0,39.6,1.7,27,12.9,29,5.6,13
13067031005,"Census Tract 310.05, Cobb County, Georgia",Y2016,5155,24.8,6.8,33.5,3.4,16.2,11.4,20.1,1.5,13
13067031101,"Census Tract 311.01, Cobb County, Georgia",Y2016,5255,33,2.2,25.8,4.9,23.9,7.4,24.5,6.1,13
13067031106,"Census Tract 311.06, Cobb County, Georgia",Y2016,8535,38.1,6.1,36.4,11.6,11.3,7.2,8.6,1.6,13
13067031108,"Census Tract 311.08, Cobb County, Georgia",Y2016,4913,43.6,1.5,40.7,5,9.3,5.6,10.3,5.1,13
13067031110,"Census Tract 311.10, Cobb County, Georgia",Y2016,3547,53.4,1.8,16.7,13.8,13.7,5.7,8.3,2.1,13
13067031111,"Census Tract 311.11, Cobb County, Georgia",Y2016,3541,53,6.9,33,12.6,8.4,6.8,5.7,0.7,13
13067031112,"Census Tract 311.12, Cobb County, Georgia",Y2016,5276,65.3,4.4,21.7,28.5,3.2,3.1,4.3,0,13
13067031113,"Census Tract 311.13, Cobb County, Georgia",Y2016,1195,16.3,1.7,48.8,2.6,32.4,9.4,15.2,10.5,13
13067031114,"Census Tract 311.14, Cobb County, Georgia",Y2016,8025,23.8,8.7,34.2,2,19,7.5,11.8,6.2,13
13067031115,"Census Tract 311.15, Cobb County, Georgia",Y2016,4979,28.5,3.1,31.7,16.3,13.7,8.3,16.9,7.2,13
13067031116,"Census Tract 311.16, Cobb County, Georgia",Y2016,3969,31.8,4.6,32.5,2.1,20.9,12.2,32,3.2,13
13067031117,"Census Tract 311.17, Cobb County, Georgia",Y2016,5520,62.6,4.2,19.1,19.3,10.6,4.9,8.1,2.2,13
13067031118,"Census Tract 311.18, Cobb County, Georgia",Y2016,5611,55.6,9.5,27.3,20.4,8.9,6.9,5.3,0,13
13067031205,"Census Tract 312.05, Cobb County, Georgia",Y2016,6304,47.6,4.2,34.8,16.6,5,2.9,2.6,0.4,13
13067031206,"Census Tract 312.06, Cobb County, Georgia",Y2016,10302,40.5,11,40.8,16.2,5.5,7.2,3.6,0.4,13
13067031207,"Census Tract 312.07, Cobb County, Georgia",Y2016,3960,55.3,18.1,16.8,22.8,6.2,0.8,4.1,1.7,13
13067031208,"Census Tract 312.08, Cobb County, Georgia",Y2016,6283,39.5,33.2,20.7,6.4,8.3,4.8,2,4.3,13
13067031209,"Census Tract 312.09, Cobb County, Georgia",Y2016,4585,69.7,6,13,40.6,5.5,1.2,1.1,0.8,13
13067031211,"Census Tract 312.11, Cobb County, Georgia",Y2016,4149,39.4,3.4,42.4,7.1,3.2,1.4,1.9,2.3,13
13067031212,"Census Tract 312.12, Cobb County, Georgia",Y2016,2475,91.7,1.5,1.9,44.7,3.4,3.6,1,0,13
13067031306,"Census Tract 313.06, Cobb County, Georgia",Y2016,3955,43.4,0.8,39.9,10.7,17.1,6.5,20.5,3.7,13
13067031307,"Census Tract 313.07, Cobb County, Georgia",Y2016,5487,56.7,1.8,28.8,11.5,7.5,6.1,8.4,3.8,13
13067031308,"Census Tract 313.08, Cobb County, Georgia",Y2016,5622,24.8,1,36.9,5,14.7,6.5,21.6,0.6,13
13067031309,"Census Tract 313.09, Cobb County, Georgia",Y2016,8085,19.5,0.1,58.6,1.4,15.3,11.4,24,4,13
13067031310,"Census Tract 313.10, Cobb County, Georgia",Y2016,7646,7.8,0.3,58.1,0,29,12.6,38.7,4.9,13
13067031311,"Census Tract 313.11, Cobb County, Georgia",Y2016,9611,11.6,1,69.2,4,23.8,11.9,27.2,7.8,13
13067031312,"Census Tract 313.12, Cobb County, Georgia",Y2016,9604,26.7,1.5,53.7,16.4,7.1,7.2,15.1,2.1,13
13067031313,"Census Tract 313.13, Cobb County, Georgia",Y2016,10059,48.5,5.1,34.7,32.7,4.5,5.8,3.5,0.7,13
13067031404,"Census Tract 314.04, Cobb County, Georgia",Y2016,5646,41,1,47.8,7.8,8.7,5.4,7,0,13
13067031405,"Census Tract 314.05, Cobb County, Georgia",Y2016,8511,28.9,0.2,46.5,11.7,19.4,13,10.3,0.4,13
13067031406,"Census Tract 314.06, Cobb County, Georgia",Y2016,7902,22.2,1.2,64.7,2.5,18.5,8.3,20.3,7.7,13
13067031408,"Census Tract 314.08, Cobb County, Georgia",Y2016,5255,31,0.7,60.5,4.8,5.4,12.7,22.1,0.5,13
13067031409,"Census Tract 314.09, Cobb County, Georgia",Y2016,5083,32.2,1,52.2,5.7,17.2,9.5,21.7,0.6,13
13067031503,"Census Tract 315.03, Cobb County, Georgia",Y2016,10292,31.6,1,47.9,2.7,12.1,6.5,14.7,1.5,13
13067031505,"Census Tract 315.05, Cobb County, Georgia",Y2016,6105,36.4,2,50.1,12.4,9.8,10.7,10.3,0.9,13
13067031506,"Census Tract 315.06, Cobb County, Georgia",Y2016,4664,39.4,4.5,35.5,9.8,19.8,9.1,6.2,2.9,13
13067031507,"Census Tract 315.07, Cobb County, Georgia",Y2016,3747,18.9,0,68.1,5.6,21.5,14.8,27.2,0.5,13
13067031508,"Census Tract 315.08, Cobb County, Georgia",Y2016,5373,44.7,1.5,36.8,17.6,5.4,9.6,7.3,0.1,13
13067031509,"Census Tract 315.09, Cobb County, Georgia",Y2016,10453,35.1,2.2,55,4.8,3.9,5.8,12.9,0.8,13
13069010100,"Census Tract 101, Coffee County, Georgia",Y2016,3270,74.2,0.5,14,3.6,19.1,3.6,23.2,4.5,13
13069010200,"Census Tract 102, Coffee County, Georgia",Y2016,3070,73.7,8.6,10.3,0.9,17.2,7.7,9.2,1.3,13
13069010300,"Census Tract 103, Coffee County, Georgia",Y2016,6022,50,0.2,40,0.1,20.9,7.7,18.2,2.8,13
13069010400,"Census Tract 104, Coffee County, Georgia",Y2016,4170,77.1,0.6,17.9,7.1,16,2.8,18.5,9.1,13
13069010500,"Census Tract 105, Coffee County, Georgia",Y2016,3886,51.1,0,26.8,3.2,31,1.7,18.4,6.7,13
13069010600,"Census Tract 106, Coffee County, Georgia",Y2016,5402,86.1,0,8.3,12.9,12.5,7.5,10.6,3.1,13
13069010700,"Census Tract 107, Coffee County, Georgia",Y2016,7236,52.3,0.3,21.9,1.1,18.6,8.5,23.6,6.1,13
13069010801,"Census Tract 108.01, Coffee County, Georgia",Y2016,5282,42.4,0,51,2.5,25,10.6,28.3,5.6,13
13069010802,"Census Tract 108.02, Coffee County, Georgia",Y2016,4704,38.3,0,50.1,3.6,32.1,10.2,24.7,3.8,13
13071970100,"Census Tract 9701, Colquitt County, Georgia",Y2016,5294,67.5,0,9.7,2.9,15.5,6.6,18.2,0.1,13
13071970200,"Census Tract 9702, Colquitt County, Georgia",Y2016,2845,77,0.1,16.5,1,16.2,7.8,16.7,1.8,13
13071970300,"Census Tract 9703, Colquitt County, Georgia",Y2016,5198,28.7,0,61.6,5.2,32.9,16.7,40.8,12.8,13
13071970400,"Census Tract 9704, Colquitt County, Georgia",Y2016,3514,53.2,0,22.1,1.6,26.7,6.9,33.4,5.2,13
13071970500,"Census Tract 9705, Colquitt County, Georgia",Y2016,3396,77.3,0,5.9,5.2,8.5,14.1,10.2,1,13
13071970600,"Census Tract 9706, Colquitt County, Georgia",Y2016,6745,69,0.8,4.5,7.2,17.9,2.2,12.9,10.6,13
13071970701,"Census Tract 9707.01, Colquitt County, Georgia",Y2016,6528,54.6,2.9,29,3.1,17.1,2.4,26.5,11.4,13
13071970702,"Census Tract 9707.02, Colquitt County, Georgia",Y2016,2388,26.7,0,44.2,2.2,37.4,19.4,44.4,11.5,13
13071970800,"Census Tract 9708, Colquitt County, Georgia",Y2016,3238,33.2,0.6,36.6,2.7,23.4,9.6,23.2,16.3,13
13071970900,"Census Tract 9709, Colquitt County, Georgia",Y2016,6856,65.7,1.6,8.5,2.3,17.7,4.3,21.3,1.6,13
13073030102,"Census Tract 301.02, Columbia County, Georgia",Y2016,9842,82.2,8,5.7,38.4,1.1,4,1.6,0.6,13
13073030103,"Census Tract 301.03, Columbia County, Georgia",Y2016,3285,76.1,12.9,7,23.6,4.8,6.8,3.3,0,13
13073030105,"Census Tract 301.05, Columbia County, Georgia",Y2016,5610,71.8,8.2,11.8,13.6,6.7,4.5,2.8,0.7,13
13073030106,"Census Tract 301.06, Columbia County, Georgia",Y2016,3847,73,7.6,13.6,10.3,11.8,7,11.4,1.6,13
13073030201,"Census Tract 302.01, Columbia County, Georgia",Y2016,5872,74.7,4.7,16.9,11,3.8,7.8,5,2,13
13073030202,"Census Tract 302.02, Columbia County, Georgia",Y2016,3211,77.9,0.7,8,0.7,17.8,10.8,11,0,13
13073030203,"Census Tract 302.03, Columbia County, Georgia",Y2016,6085,75.8,3.4,12.4,8.7,6.6,4.5,6.8,1.9,13
13073030302,"Census Tract 303.02, Columbia County, Georgia",Y2016,11394,76.2,4.3,9.6,4.2,10.7,7.5,9,1,13
13073030304,"Census Tract 303.04, Columbia County, Georgia",Y2016,8237,75.9,5.9,13.9,23.6,5.5,2.5,1.3,0.3,13
13073030306,"Census Tract 303.06, Columbia County, Georgia",Y2016,5780,67.6,5.3,13.8,11.8,8.9,6.6,3.7,2.4,13
13073030307,"Census Tract 303.07, Columbia County, Georgia",Y2016,7187,77.3,2.1,13.4,16.1,4.7,6.2,3.3,0.3,13
13073030308,"Census Tract 303.08, Columbia County, Georgia",Y2016,9853,76,3.1,11,26.2,3.5,3.9,1.1,0,13
13073030309,"Census Tract 303.09, Columbia County, Georgia",Y2016,11111,76,5,13.7,21.8,4.8,3.1,1.6,1.1,13
13073030401,"Census Tract 304.01, Columbia County, Georgia",Y2016,2601,74.2,0,21.6,6,15.9,15.8,12.7,6.9,13
13073030402,"Census Tract 304.02, Columbia County, Georgia",Y2016,9962,64.8,3.2,18.6,11.4,11.6,7.7,7.8,0,13
13073030503,"Census Tract 305.03, Columbia County, Georgia",Y2016,8108,66.5,1.3,22.4,3.4,15.8,5,10.2,1.7,13
13073030504,"Census Tract 305.04, Columbia County, Georgia",Y2016,3565,77.4,0,16.2,2.8,14.7,4.2,7.6,0,13
13073030505,"Census Tract 305.05, Columbia County, Georgia",Y2016,7123,55.3,1.2,27.8,6.6,14.9,11.7,11,3,13
13073030506,"Census Tract 305.06, Columbia County, Georgia",Y2016,12297,47.1,0.8,33.3,4.5,10.8,15.9,13.6,0.5,13
13073030603,"Census Tract 306.03, Columbia County, Georgia",Y2016,4934,69.3,4.2,21.8,0,22,7.3,16.2,1.4,13
13075960100,"Census Tract 9601, Cook County, Georgia",Y2016,2197,80.1,0,11.4,0.9,30,6.6,19.7,0.9,13
13075960200,"Census Tract 9602, Cook County, Georgia",Y2016,3721,53.1,0.7,36.1,0.8,33.4,3.7,25.4,1.1,13
13075960300,"Census Tract 9603, Cook County, Georgia",Y2016,6211,66.2,0,28,5.5,19,5.2,16,5.9,13
13075960400,"Census Tract 9604, Cook County, Georgia",Y2016,4974,66.2,0,29.2,3.2,22.6,6.3,23.1,3.8,13
13077170100,"Census Tract 1701, Coweta County, Georgia",Y2016,7428,85,1.1,6.5,6.4,15.7,7.8,11.1,0.5,13
13077170200,"Census Tract 1702, Coweta County, Georgia",Y2016,7350,74.8,1.2,14.1,5,13.7,5.7,13,0,13
13077170303,"Census Tract 1703.03, Coweta County, Georgia",Y2016,5540,86.8,1.7,5.4,14.7,6.5,6,5.4,0.3,13
13077170304,"Census Tract 1703.04, Coweta County, Georgia",Y2016,7089,67.5,1.3,26.4,15.2,5.1,8.1,6.3,0.5,13
13077170305,"Census Tract 1703.05, Coweta County, Georgia",Y2016,10536,45.2,5.3,31.1,1.6,25.9,9.2,14.3,7.7,13
13077170306,"Census Tract 1703.06, Coweta County, Georgia",Y2016,8973,61.3,1.9,23.8,7.8,8,5.9,11.2,1.6,13
13077170402,"Census Tract 1704.02, Coweta County, Georgia",Y2016,9559,76.4,0,12.3,20.8,7.9,3.2,8.4,0,13
13077170403,"Census Tract 1704.03, Coweta County, Georgia",Y2016,4703,83.9,2,8.5,24.4,1.5,6,5.5,0,13
13077170404,"Census Tract 1704.04, Coweta County, Georgia",Y2016,5612,87,0.9,5.2,17.8,3.8,4.2,3.7,0,13
13077170405,"Census Tract 1704.05, Coweta County, Georgia",Y2016,7354,70.7,2.1,6.8,10.1,1.4,6.7,4.3,0.9,13
13077170406,"Census Tract 1704.06, Coweta County, Georgia",Y2016,3828,88.8,1,4.2,17.3,3.7,6.7,5.6,0.7,13
13077170501,"Census Tract 1705.01, Coweta County, Georgia",Y2016,7257,81.8,0.4,8.2,8.1,10,3.8,6.2,0.5,13
13077170502,"Census Tract 1705.02, Coweta County, Georgia",Y2016,5995,86.1,0.2,9.7,9.7,6.1,6,8.4,0,13
13077170503,"Census Tract 1705.03, Coweta County, Georgia",Y2016,5825,83.9,0.5,7.6,11.6,7.9,6.6,9.3,0,13
13077170601,"Census Tract 1706.01, Coweta County, Georgia",Y2016,7682,38.2,0.7,52.6,1.2,21.6,8.1,21,2,13
13077170602,"Census Tract 1706.02, Coweta County, Georgia",Y2016,8548,79.7,5.5,9.1,20.5,3.5,4.1,2.6,0.3,13
13077170603,"Census Tract 1706.03, Coweta County, Georgia",Y2016,5316,75.7,1.7,10.9,7.3,7.8,5.5,5.3,0,13
13077170700,"Census Tract 1707, Coweta County, Georgia",Y2016,7143,42.2,1,51.5,6,22.2,15.2,23.7,5.2,13
13077170801,"Census Tract 1708.01, Coweta County, Georgia",Y2016,5353,76.8,0.7,17.8,4.4,9.4,8.4,7.3,1.7,13
13077170802,"Census Tract 1708.02, Coweta County, Georgia",Y2016,4534,89.6,0,7.2,8,9.6,4.4,11.2,0,13
13079070100,"Census Tract 701, Crawford County, Georgia",Y2016,4002,50.6,0.1,46.7,4.4,16.2,7.2,20,1.3,13
13079070201,"Census Tract 702.01, Crawford County, Georgia",Y2016,5159,90.4,0,6.6,4.7,17.2,7.9,16.4,0.4,13
13079070202,"Census Tract 702.02, Crawford County, Georgia",Y2016,3322,75.4,2.8,19.9,3.9,18.1,14.8,19.9,6,13
13081010100,"Census Tract 101, Crisp County, Georgia",Y2016,3871,51.3,0,42.4,3.5,33.6,15.6,34.8,2.2,13
13081010201,"Census Tract 102.01, Crisp County, Georgia",Y2016,5257,47.2,0.3,49.4,4.7,29,9.7,30.4,8.7,13
13081010202,"Census Tract 102.02, Crisp County, Georgia",Y2016,2731,47.3,0,50.9,6.6,29,19.6,36.6,3.1,13
13081010300,"Census Tract 103, Crisp County, Georgia",Y2016,3815,65.8,0.9,26.5,2.7,26,7.6,26.9,0.5,13
13081010400,"Census Tract 104, Crisp County, Georgia",Y2016,5914,37.4,3.9,51.8,3.5,33.8,19.2,28.6,6.5,13
13081010500,"Census Tract 105, Crisp County, Georgia",Y2016,1473,83.1,1,15.9,3.1,18.6,8.2,21.2,1.8,13
13083040101,"Census Tract 401.01, Dade County, Georgia",Y2016,4588,92.4,2.2,0.7,3.3,13,7.5,12.2,6.5,13
13083040102,"Census Tract 401.02, Dade County, Georgia",Y2016,3584,94.3,0.4,0,2.1,12.4,5.6,12.9,1.6,13
13083040200,"Census Tract 402, Dade County, Georgia",Y2016,3925,95.8,0,0.7,2.8,16.7,6.2,13.6,3.4,13
13083040300,"Census Tract 403, Dade County, Georgia",Y2016,4259,93.8,1.2,1.1,11.4,21.1,4.4,17.9,1,13
13085970100,"Census Tract 9701, Dawson County, Georgia",Y2016,8043,95,0.4,0.7,13.4,12.8,7.2,8.4,1.7,13
13085970201,"Census Tract 9702.01, Dawson County, Georgia",Y2016,7397,89.5,0,0.8,15,10.7,7.4,10.2,1.1,13
13085970202,"Census Tract 9702.02, Dawson County, Georgia",Y2016,7499,94.7,0.6,0.6,6.5,13,7.8,13.7,9.5,13
13087970100,"Census Tract 9701, Decatur County, Georgia",Y2016,3515,77.3,1.5,17.3,5.7,18.9,3.5,13.1,0.9,13
13087970200,"Census Tract 9702, Decatur County, Georgia",Y2016,2563,79,0.2,15.8,2.7,19.8,1.5,25,0,13
13087970300,"Census Tract 9703, Decatur County, Georgia",Y2016,6623,44.8,1,51.6,0,25.9,10.1,16.1,1.6,13
13087970400,"Census Tract 9704, Decatur County, Georgia",Y2016,4777,33.8,0,64.6,4,39.5,11.7,40.3,9.5,13
13087970600,"Census Tract 9706, Decatur County, Georgia",Y2016,4836,62.9,0,34.6,10.1,14.5,4.6,20.2,2.7,13
13087970700,"Census Tract 9707, Decatur County, Georgia",Y2016,2120,45.5,0,22.6,3.5,24.7,1.8,12.3,6,13
13087970800,"Census Tract 9708, Decatur County, Georgia",Y2016,2803,21.8,0,62,1.2,22.3,8.3,24.4,0.1,13
13089020100,"Census Tract 201, DeKalb County, Georgia",Y2016,2006,90.4,1.6,2.2,54.8,3.2,3.9,0.5,0,13
13089020200,"Census Tract 202, DeKalb County, Georgia",Y2016,2139,81.8,2.7,7.3,33.3,10,4.8,0.6,0.5,13
13089020300,"Census Tract 203, DeKalb County, Georgia",Y2016,4056,88.6,2.4,3.5,33.4,11.5,2.7,0.5,0,13
13089020400,"Census Tract 204, DeKalb County, Georgia",Y2016,2520,85.2,5.4,3.7,20.9,5.7,2.6,2,3.4,13
13089020500,"Census Tract 205, DeKalb County, Georgia",Y2016,3145,39.8,1.5,48.6,8,22.5,12,18.3,5.4,13
13089020600,"Census Tract 206, DeKalb County, Georgia",Y2016,2190,31.2,0,60.7,8.9,26.9,11.3,25.3,13,13
13089020700,"Census Tract 207, DeKalb County, Georgia",Y2016,2256,51.6,1.6,41.3,11.5,16.1,5.6,22.8,12,13
13089020801,"Census Tract 208.01, DeKalb County, Georgia",Y2016,2529,58.1,0.7,37.2,22.4,6.6,6.3,5.2,2.1,13
13089020802,"Census Tract 208.02, DeKalb County, Georgia",Y2016,4365,33.2,2.7,56.2,18.3,12.5,5.2,24.1,4.5,13
13089020900,"Census Tract 209, DeKalb County, Georgia",Y2016,5546,46.4,1.4,47.1,13.5,10.6,6.9,14.6,2.6,13
13089021101,"Census Tract 211.01, DeKalb County, Georgia",Y2016,3803,79.2,4.2,8.3,53.5,1.9,2.7,0.9,0,13
13089021102,"Census Tract 211.02, DeKalb County, Georgia",Y2016,5641,77.4,6.1,10.8,25.6,8.5,0.8,2.5,1.8,13
13089021202,"Census Tract 212.02, DeKalb County, Georgia",Y2016,7496,79.6,4.5,10.3,32.8,5.5,4.3,1.9,1.5,13
13089021204,"Census Tract 212.04, DeKalb County, Georgia",Y2016,3451,3.4,1.4,4.3,0,38.7,8.7,27,37.7,13
13089021208,"Census Tract 212.08, DeKalb County, Georgia",Y2016,4179,58.6,14.4,11.6,11.8,16,6.6,5.7,8.3,13
13089021209,"Census Tract 212.09, DeKalb County, Georgia",Y2016,6050,63.8,13.3,11.9,18.4,11,4.2,11.1,3.5,13
13089021210,"Census Tract 212.10, DeKalb County, Georgia",Y2016,5696,86.5,7.4,1.8,44.8,2,5.7,0.5,0,13
13089021211,"Census Tract 212.11, DeKalb County, Georgia",Y2016,4786,83.3,8.9,3.5,30.6,3.6,2.7,1.3,0,13
13089021213,"Census Tract 212.13, DeKalb County, Georgia",Y2016,3524,91.9,5.2,0,44,5.3,5.3,0,0,13
13089021214,"Census Tract 212.14, DeKalb County, Georgia",Y2016,6193,86.2,6.4,2.9,41.3,3.2,3,1.2,1.4,13
13089021215,"Census Tract 212.15, DeKalb County, Georgia",Y2016,6134,36.7,46.8,7.2,21.5,6.4,4.6,0.4,3.9,13
13089021216,"Census Tract 212.16, DeKalb County, Georgia",Y2016,8057,59.1,18.5,16.3,13.9,7.2,2.5,0.6,3.5,13
13089021217,"Census Tract 212.17, DeKalb County, Georgia",Y2016,2191,66,6.9,15.5,16.9,6.9,4.5,2.7,0,13
13089021218,"Census Tract 212.18, DeKalb County, Georgia",Y2016,5604,41.1,11.3,39.8,8.1,10.3,7.8,3.3,8,13
13089021301,"Census Tract 213.01, DeKalb County, Georgia",Y2016,3860,21.6,13,25.6,2.1,18.1,6,14.4,23.4,13
13089021303,"Census Tract 213.03, DeKalb County, Georgia",Y2016,6141,11.3,15.1,10.3,3.3,17.7,8.2,19.6,7.6,13
13089021305,"Census Tract 213.05, DeKalb County, Georgia",Y2016,5337,29.6,8.3,17.3,9.9,19.4,7.4,17,6.6,13
13089021306,"Census Tract 213.06, DeKalb County, Georgia",Y2016,5024,20,12.2,15.5,1.7,10.9,6.9,7.8,8.9,13
13089021307,"Census Tract 213.07, DeKalb County, Georgia",Y2016,4371,23.6,24.1,8.6,1.4,19.2,7.6,10.3,9.3,13
13089021308,"Census Tract 213.08, DeKalb County, Georgia",Y2016,4148,29.4,14.7,9.3,5.6,20.7,5.1,18.7,6.4,13
13089021405,"Census Tract 214.05, DeKalb County, Georgia",Y2016,4526,71.9,6.7,3.9,41.9,9.5,2.6,1.9,0,13
13089021409,"Census Tract 214.09, DeKalb County, Georgia",Y2016,3690,12.7,6.9,37.2,1.6,34.9,5.3,13.8,8.9,13
13089021410,"Census Tract 214.10, DeKalb County, Georgia",Y2016,5586,32.9,1.5,5.7,4.6,19.6,6.2,15.7,17.5,13
13089021411,"Census Tract 214.11, DeKalb County, Georgia",Y2016,3455,81.3,5.2,7.1,22.3,6.2,1.6,4,1.4,13
13089021412,"Census Tract 214.12, DeKalb County, Georgia",Y2016,3646,80.2,4.2,3.5,39.1,7.3,2.2,4.6,5,13
13089021413,"Census Tract 214.13, DeKalb County, Georgia",Y2016,4266,16.4,0.9,6.1,8.2,19.2,2.6,10,16.1,13
13089021414,"Census Tract 214.14, DeKalb County, Georgia",Y2016,4164,17.9,4.3,30.9,7.2,22.4,5.5,13.1,13.6,13
13089021415,"Census Tract 214.15, DeKalb County, Georgia",Y2016,3940,63.8,6.8,9.9,27.2,9.9,3.4,3.6,2.2,13
13089021416,"Census Tract 214.16, DeKalb County, Georgia",Y2016,2409,37.6,6.5,5.6,18.4,20.8,4.4,10.9,14.4,13
13089021417,"Census Tract 214.17, DeKalb County, Georgia",Y2016,5895,17.5,5.3,10.2,4.3,22.1,5.8,5.2,10.9,13
13089021502,"Census Tract 215.02, DeKalb County, Georgia",Y2016,4370,65.8,5.7,12.5,23.9,13.4,5.2,2.6,2,13
13089021503,"Census Tract 215.03, DeKalb County, Georgia",Y2016,4260,42.4,16.5,11.7,15.5,14.3,13.8,8.5,9.9,13
13089021504,"Census Tract 215.04, DeKalb County, Georgia",Y2016,5115,72.6,13.2,9,16,19.4,2.3,0.7,0.9,13
13089021602,"Census Tract 216.02, DeKalb County, Georgia",Y2016,3776,77.5,10.5,6.5,17.3,11.4,4.8,6.6,0.7,13
13089021603,"Census Tract 216.03, DeKalb County, Georgia",Y2016,4671,63.7,6.5,19,12.5,9.3,6.5,4.3,1.9,13
13089021604,"Census Tract 216.04, DeKalb County, Georgia",Y2016,3084,77.7,8,10.1,48.2,2.4,7.4,0.2,0,13
13089021605,"Census Tract 216.05, DeKalb County, Georgia",Y2016,5550,48.2,7.4,23.3,17.1,20.5,8.9,9.3,11.9,13
13089021703,"Census Tract 217.03, DeKalb County, Georgia",Y2016,4639,76.1,7.9,7.7,43.2,5.8,6.6,2.8,0,13
